2020-11-07,754,['128']
2020-11-22,1258,['107']
2020-11-27,776,"['26', '169']"
2020-11-19,393,['76']
2020-11-24,241,['188']
2020-11-21,1559,['128']
2020-11-20,1307,"['12', '12', '154']"
2020-11-10,952,"['1', '135']"
2020-11-26,1269,['194']
2020-11-08,624,['151']
2020-11-20,93,['188']
2020-11-17,393,"['142', '169']"
2020-11-08,1279,['26']
2020-11-06,111,"['76', '123', '175']"
2020-11-07,414,['130']
2020-11-18,849,['107']
2020-11-02,293,['129']
2020-11-16,668,['12']
2020-11-26,254,"['151', '164']"
2020-11-13,1198,['128']
2020-11-23,1121,"['12', '12', '51', '107', '138', '138', '160', '169']"
2020-11-21,229,['15']
2020-11-07,486,['142']
2020-11-27,666,['154']
2020-11-28,620,['76']
2020-11-26,1205,"['76', '142', '146', '151']"
2020-11-17,22,"['2', '108', '123']"
2020-11-16,1528,['140']
2020-11-24,1796,['76']
2020-11-08,26,['176']
2020-11-18,175,['2']
2020-11-24,872,['130']
2020-11-12,703,['138']
2020-11-23,83,"['76', '169', '188']"
2020-11-09,971,['130']
2020-11-19,1007,['130']
2020-11-02,71,"['2', '123']"
2020-11-16,714,['151']
2020-11-17,862,['142']
2020-11-29,1631,"['15', '20', '22', '168']"
2020-11-08,257,['142']
2020-11-21,1640,['195']
2020-11-19,387,['130']
2020-11-13,1023,['25']
2020-11-19,1627,"['154', '167']"
2020-11-09,116,"['76', '188']"
2020-11-12,1431,['134']
2020-11-24,619,['154']
2020-11-24,1165,['142']
2020-11-10,1116,['154']
2020-11-11,604,['141']
2020-11-09,459,['2']
2020-11-24,1301,['177']
2020-11-14,1237,"['130', '154']"
2020-11-16,1565,['134']
2020-11-30,1575,['154']
2020-11-20,263,"['128', '130', '151', '154', '164']"
2020-11-10,598,"['151', '164']"
2020-11-08,1135,['76']
2020-11-19,528,"['151', '164']"
2020-11-27,1227,"['76', '93']"
2020-11-12,751,['105']
2020-11-02,487,['22']
2020-11-09,1000,"['100', '142']"
2020-11-20,728,['130']
2020-11-16,77,['123']
2020-11-09,722,"['105', '124']"
2020-11-06,7,"['2', '193']"
2020-11-26,376,"['154', '194']"
2020-11-14,1108,['195']
2020-11-07,896,"['146', '151']"
2020-11-27,214,['188']
2020-11-14,5,['2']
2020-11-14,1225,['141']
2020-11-07,1026,['134']
2020-11-17,461,"['20', '100']"
2020-11-21,261,['107']
2020-11-29,1693,['134']
2020-11-27,1062,['76']
2020-11-24,1520,"['146', '196']"
2020-11-15,14,"['123', '188']"
2020-11-27,893,['142']
2020-11-26,1154,['130']
2020-11-24,1558,"['128', '154']"
2020-11-12,509,"['124', '139']"
2020-11-02,742,['154']
2020-11-29,1621,['139']
2020-11-11,1016,"['142', '154', '186']"
2020-11-25,1347,['76']
2020-11-28,815,['21']
2020-11-13,1311,['193']
2020-11-27,1446,['128']
2020-11-18,741,['135']
2020-11-28,1158,['93']
2020-11-02,277,['193']
2020-11-26,47,"['2', '2', '123']"
2020-11-13,493,"['138', '193']"
2020-11-20,1127,['128']
2020-11-04,421,['15']
2020-11-30,1621,"['107', '134']"
2020-11-25,1552,"['12', '76']"
2020-11-24,589,"['76', '107']"
2020-11-16,1759,['12']
2020-11-01,150,['108']
2020-11-09,348,"['146', '151']"
2020-11-10,722,['129']
2020-11-24,1017,"['146', '151']"
2020-11-09,995,['134']
2020-11-27,693,['128']
2020-11-12,546,['169']
2020-11-06,411,['76']
2020-11-20,1373,['134']
2020-11-20,1195,"['107', '134', '160']"
2020-11-20,641,"['93', '128', '141']"
2020-11-11,98,"['2', '170']"
2020-11-15,131,['2']
2020-11-01,208,"['146', '151']"
2020-11-29,1158,['138']
2020-11-28,1500,['26']
2020-11-20,151,"['76', '188']"
2020-11-15,1359,['134']
2020-11-17,698,['177']
2020-11-13,227,"['100', '128', '141']"
2020-11-07,107,['2']
2020-11-29,103,['98']
2020-11-13,1407,"['76', '151']"
2020-11-25,828,"['146', '151']"
2020-11-09,826,"['134', '169']"
2020-11-10,364,"['19', '169']"
2020-11-25,689,"['93', '142']"
2020-11-18,281,['1']
2020-11-07,44,['2']
2020-11-27,322,"['146', '151']"
2020-11-17,73,"['2', '193']"
2020-11-14,793,['154']
2020-11-16,1652,['142']
2020-11-18,974,['76']
2020-11-30,1287,['22']
2020-11-12,395,"['124', '139']"
2020-11-23,1178,"['107', '128', '128']"
2020-11-12,187,['20']
2020-11-05,173,['123']
2020-11-01,562,"['128', '135']"
2020-11-21,1061,['76']
2020-11-17,1587,['134']
2020-11-29,324,"['76', '93']"
2020-11-28,706,['154']
2020-11-13,268,['141']
2020-11-04,237,['135']
2020-11-13,159,['169']
2020-11-17,1539,['134']
2020-11-18,1156,"['107', '128', '133']"
2020-11-17,407,['148']
2020-11-25,1619,['21']
2020-11-17,219,['2']
2020-11-24,188,['130']
2020-11-09,427,"['154', '186']"
2020-11-08,1175,"['134', '142']"
2020-11-12,982,['154']
2020-11-08,164,['140']
2020-11-05,314,"['124', '170']"
2020-11-21,94,['19']
2020-11-23,798,['139']
2020-11-17,90,"['100', '108']"
2020-11-28,913,['129']
2020-11-23,77,"['15', '93', '107', '169', '188']"
2020-11-09,488,"['14', '18', '170']"
2020-11-02,240,['193']
2020-11-19,354,"['76', '124', '190']"
2020-11-20,1136,['190']
2020-11-28,458,"['138', '178']"
2020-11-22,1494,"['12', '12']"
2020-11-13,885,['193']
2020-11-05,652,"['18', '76']"
2020-11-26,1288,['154']
2020-11-28,365,['20']
2020-11-18,1133,['138']
2020-11-23,1312,"['15', '169']"
2020-11-06,802,"['26', '107']"
2020-11-19,1132,['135']
2020-11-17,1634,['1']
2020-11-25,998,['154']
2020-11-22,1487,['132']
2020-11-05,131,['169']
2020-11-17,1132,"['20', '100']"
2020-11-22,624,['134']
2020-11-17,1260,['128']
2020-11-13,472,['130']
2020-11-28,976,"['146', '151']"
2020-11-18,701,['151']
2020-11-28,383,"['76', '141', '146', '151']"
2020-11-28,55,"['2', '123']"
2020-11-22,217,['107']
2020-11-16,564,"['134', '146', '151']"
2020-11-23,164,['151']
2020-11-18,1187,"['134', '134', '139']"
2020-11-24,515,"['146', '151']"
2020-11-18,17,['2']
2020-11-09,627,['186']
2020-11-17,685,['128']
2020-11-07,611,['142']
2020-11-15,87,['123']
2020-11-06,88,"['2', '123']"
2020-11-20,794,"['128', '132']"
2020-11-18,632,['141']
2020-11-27,1319,['134']
2020-11-21,942,['134']
2020-11-17,57,['123']
2020-11-10,507,['154']
2020-11-17,636,['142']
2020-11-27,814,"['138', '141']"
2020-11-23,1243,"['76', '141']"
2020-11-27,172,"['108', '167', '185']"
2020-11-26,392,"['12', '124', '130', '133']"
2020-11-24,1219,"['128', '134', '160']"
2020-11-16,1587,['129']
2020-11-29,844,['128']
2020-11-08,641,['134']
2020-11-07,1113,['25']
2020-11-10,451,"['19', '193']"
2020-11-04,316,['130']
2020-11-16,1483,"['130', '134']"
2020-11-13,1390,['12']
2020-11-04,155,['169']
2020-11-26,773,['134']
2020-11-23,353,['139']
2020-11-07,18,['93']
2020-11-06,186,['178']
2020-11-29,482,['177']
2020-11-26,751,['138']
2020-11-15,1415,['134']
2020-11-02,761,"['108', '154']"
2020-11-27,1336,"['25', '50', '76', '128', '135', '154']"
2020-11-19,1738,"['25', '160']"
2020-11-29,1573,"['128', '154']"
2020-11-10,1183,['175']
2020-11-08,486,['142']
2020-11-02,357,['175']
2020-11-25,523,['15']
2020-11-14,904,['142']
2020-11-07,876,"['107', '169']"
2020-11-06,226,"['146', '151']"
2020-11-07,622,['178']
2020-11-19,674,"['165', '193']"
2020-11-28,10,"['2', '170']"
2020-11-24,1606,['12']
2020-11-29,276,"['107', '170']"
2020-11-17,1113,['169']
2020-11-29,1509,['142']
2020-11-24,1292,['76']
2020-11-09,937,['154']
2020-11-23,100,"['15', '160']"
2020-11-19,842,"['76', '170']"
2020-11-08,752,['142']
2020-11-26,69,"['2', '2']"
2020-11-26,13,['2']
2020-11-14,501,['151']
2020-11-19,1450,"['132', '134']"
2020-11-16,725,['1']
2020-11-29,1448,['154']
2020-11-15,1067,"['142', '142', '169']"
2020-11-28,1119,"['128', '154']"
2020-11-16,1828,"['151', '164']"
2020-11-11,191,['193']
2020-11-18,420,['148']
2020-11-09,493,['124']
2020-11-14,972,['134']
2020-11-02,168,"['124', '141']"
2020-11-18,594,"['1', '169']"
2020-11-28,752,"['26', '50']"
2020-11-26,1253,['139']
2020-11-10,532,['76']
2020-11-09,246,['151']
2020-11-16,459,"['151', '164']"
2020-11-25,292,"['151', '177']"
2020-11-13,906,"['15', '154']"
2020-11-24,232,['130']
2020-11-29,80,"['2', '76', '123']"
2020-11-25,666,['178']
2020-11-28,987,['18']
2020-11-18,1280,"['15', '138']"
2020-11-25,472,"['21', '107']"
2020-11-17,1426,['107']
2020-11-02,331,['129']
2020-11-01,195,"['151', '174', '177']"
2020-11-15,295,"['129', '132', '154']"
2020-11-16,1778,['140']
2020-11-15,769,"['100', '142']"
2020-11-27,688,"['76', '128', '142']"
2020-11-06,43,"['2', '107']"
2020-11-18,679,"['146', '151']"
2020-11-13,658,"['151', '164']"
2020-11-10,906,['21']
2020-11-10,967,"['134', '154']"
2020-11-11,501,['193']
2020-11-08,1249,['141']
2020-11-18,821,['76']
2020-11-26,188,['2']
2020-11-06,513,['131']
2020-11-28,771,['170']
2020-11-01,551,['108']
2020-11-29,435,['142']
2020-11-28,488,['76']
2020-11-24,1500,"['76', '128']"
2020-11-16,1053,['128']
2020-11-18,35,['2']
2020-11-18,291,['188']
2020-11-26,56,['123']
2020-11-12,1506,['14']
2020-11-13,459,"['128', '193', '193']"
2020-11-25,807,['170']
2020-11-11,298,"['130', '151', '166']"
2020-11-15,457,"['142', '177']"
2020-11-10,1206,['15']
2020-11-16,1733,['134']
2020-11-10,857,['135']
2020-11-12,73,['2']
2020-11-12,995,['128']
2020-11-11,391,['166']
2020-11-05,395,['139']
2020-11-29,708,['142']
2020-11-24,881,"['151', '177']"
2020-11-21,1733,"['134', '154']"
2020-11-16,1146,['128']
2020-11-14,1144,['195']
2020-11-13,1341,['76']
2020-11-07,740,['142']
2020-11-18,980,['76']
2020-11-28,1287,"['134', '139']"
2020-11-12,357,['130']
2020-11-24,199,"['76', '146', '151']"
2020-11-12,820,['128']
2020-11-23,375,['169']
2020-11-22,274,['151']
2020-11-15,781,"['146', '151']"
2020-11-10,678,"['76', '187']"
2020-11-27,353,['21']
2020-11-08,1164,"['26', '26', '142', '175']"
2020-11-17,1470,['135']
2020-11-14,1218,['135']
2020-11-16,652,"['15', '76', '124']"
2020-11-11,714,"['130', '135']"
2020-11-29,915,"['26', '76']"
2020-11-02,371,['22']
2020-11-21,658,['177']
2020-11-24,935,['169']
2020-11-18,893,['130']
2020-11-23,1132,"['134', '146', '151']"
2020-11-24,970,"['139', '142', '154']"
2020-11-16,805,"['124', '138']"
2020-11-28,1308,"['141', '142']"
2020-11-10,841,"['130', '138']"
2020-11-16,1538,['135']
2020-11-28,131,"['15', '76', '160']"
2020-11-08,550,['1']
2020-11-29,886,['135']
2020-11-07,510,['128']
2020-11-22,727,['148']
2020-11-10,1149,['134']
2020-11-28,371,"['146', '151']"
2020-11-05,664,"['107', '130', '169']"
2020-11-29,1870,['142']
2020-11-22,766,['15']
2020-11-27,536,['151']
2020-11-19,1085,['169']
2020-11-15,1043,"['21', '142']"
2020-11-18,1342,"['134', '142', '154']"
2020-11-02,282,"['141', '169']"
2020-11-24,1837,"['76', '107']"
2020-11-17,841,['138']
2020-11-14,1204,['76']
2020-11-18,1007,"['141', '178']"
2020-11-15,360,['139']
2020-11-06,527,"['14', '128']"
2020-11-19,769,['124']
2020-11-17,373,"['15', '108']"
2020-11-26,1530,['169']
2020-11-16,853,"['107', '135']"
2020-11-07,1107,['25']
2020-11-24,247,"['76', '128']"
2020-11-13,510,"['128', '132', '138']"
2020-11-16,794,['124']
2020-11-17,487,['128']
2020-11-28,1163,['128']
2020-11-19,915,['21']
2020-11-19,203,['1']
2020-11-29,373,['26']
2020-11-12,1604,"['169', '195']"
2020-11-10,614,"['130', '132', '138']"
2020-11-28,1043,['138']
2020-11-20,37,['2']
2020-11-22,458,['196']
2020-11-10,211,['93']
2020-11-24,1117,"['15', '107']"
2020-11-27,132,['2']
2020-11-19,376,"['12', '124']"
2020-11-24,1185,"['18', '169']"
2020-11-27,620,['76']
2020-11-22,1408,"['76', '140']"
2020-11-24,676,"['15', '169']"
2020-11-20,810,['48']
2020-11-18,1104,['20']
2020-11-21,1492,['128']
2020-11-20,1487,['154']
2020-11-18,136,"['19', '107', '107', '188']"
2020-11-27,651,"['138', '151', '164']"
2020-11-14,788,['142']
2020-11-28,1315,"['76', '93', '128']"
2020-11-09,397,['12']
2020-11-01,650,['151']
2020-11-25,345,['169']
2020-11-27,278,"['146', '151']"
2020-11-15,73,"['2', '169']"
2020-11-02,792,"['146', '151']"
2020-11-16,1475,['128']
2020-11-24,125,['188']
2020-11-23,1282,"['26', '76', '107', '141']"
2020-11-18,736,['107']
2020-11-07,904,['134']
2020-11-21,633,"['93', '107', '128']"
2020-11-14,622,"['146', '151', '166']"
2020-11-12,1647,['134']
2020-11-24,338,['154']
2020-11-01,728,['134']
2020-11-26,583,['154']
2020-11-23,431,"['15', '15', '169']"
2020-11-26,921,['21']
2020-11-27,380,['22']
2020-11-22,584,['128']
2020-11-21,577,['15']
2020-11-25,1141,['25']
2020-11-30,1552,['168']
2020-11-05,562,['124']
2020-11-08,718,['134']
2020-11-11,849,"['151', '177']"
2020-11-10,1007,['154']
2020-11-02,233,['124']
2020-11-29,524,"['154', '168']"
2020-11-22,737,['169']
2020-11-25,971,['76']
2020-11-22,1555,['151']
2020-11-11,629,['193']
2020-11-26,819,"['134', '138']"
2020-11-17,449,"['151', '164', '169']"
2020-11-17,1618,"['12', '139']"
2020-11-22,1544,['76']
2020-11-23,1043,"['76', '128']"
2020-11-29,909,['22']
2020-11-11,1036,"['105', '134', '154']"
2020-11-22,514,"['138', '151', '164']"
2020-11-20,65,['169']
2020-11-27,930,"['128', '141']"
2020-11-28,1103,['169']
2020-11-14,598,['164']
2020-11-25,1694,['128']
2020-11-28,87,['2']
2020-11-18,418,['18']
2020-11-05,321,"['26', '124']"
2020-11-07,587,['142']
2020-11-29,687,['76']
2020-11-20,404,['170']
2020-11-07,937,"['146', '151']"
2020-11-25,684,"['134', '154']"
2020-11-19,6,['188']
2020-11-26,240,['26']
2020-11-20,145,['169']
2020-11-26,1503,['26']
2020-11-25,426,['154']
2020-11-16,1555,['142']
2020-11-22,301,['169']
2020-11-12,254,['124']
2020-11-29,983,['130']
2020-11-30,1424,"['93', '198']"
2020-11-22,1410,"['130', '134']"
2020-11-10,64,['2']
2020-11-19,652,['135']
2020-11-20,846,['128']
2020-11-20,1013,['128']
2020-11-22,117,"['21', '107']"
2020-11-21,870,['128']
2020-11-18,437,['21']
2020-11-24,1599,"['134', '169']"
